Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial
Mitrasacme_palustris,na,na,species,Loganiaceae,Data deficient,WAU,subtropical,ther.,A,Rediscovered,Mitrasacme_palustris
Monardella_leucocephala,na,na,species,Lamiaceae,Extinct,CAL,subtropical,Ther.,A,Extinct,Monardella_leucocephala
Monardella_pringlei,na,na,species,Lamiaceae,Extinct,CAL,subtropical,Ther.,A,Extinct,Monardella_pringlei
Monardella_venosa,na,na,species,Lamiaceae,Vulnerable,CAL,subtropical,Ther.,A,Rediscovered,Monardella_venosa
Morina_subinermis,na,na,species,Caprifoliaceae,Extinct in the wild,TUR,temperate,Hemicr.,WP,Extinct,Morina_subinermis
Musa_fitzalanii,na,na,species,Musaceae,Extinct,QLD,wet tropical,Herb._phan.,WP,Extinct,Musa_fitzalanii
Myosotis_laingii,na,na,species,Boraginaceae,Extinct,NZS,subtropical,cham.,WP,Extinct,Myosotis_laingii
Myosotis_ruscinonensis,na,na,species,Boraginaceae,Extinct in the wild,FRA,temperate,Ther.,A,Extinct,Myosotis_ruscinonensis
Myrcia_skeldingii,na,na,species,Myrtaceae,Extinct in the wild,JAM,wet tropical,Nanophan._or_phan.,WP,Extinct,Myrcia_skeldingii
Myriophyllum_sparsiflorum,na,na,species,Haloragaceae,Extinct,CUB,wet tropical,Hydrocham.,WP,Extinct,Myriophyllum_sparsiflorum
Myrsine_mezii,na,na,species,Primulaceae,Critically endangered,HAW,wet tropical,phan.,WP,Rediscovered,Myrsine_mezii
Najas_flexilis,na,na,species,,,,,,,Synonym,Najas_caespitosus
Naucleopsis_chiguila,na,na,species,Moraceae,Vulnerable,ECU,wet tropical,phan.,WP,Rediscovered,Naucleopsis_chiguila
Nemesia_micrantha,na,na,species,Scrophulariaceae,Extinct,CPP,subtropical,ther.,A,Extinct,Nemesia_micrantha
Neoporteria_aricensis,na,na,species,,,,,,,Synonym,Pyrrhocactus_aricensis
Neoporteria_occulata,na,na,species,,,,,,,Synonym,Pyrrhocactus_occultus
Neoregelia_pineliana,na,na,species,Bromeliaceae,Extinct in the wild,BZL,wet tropical,Epiphyte,E,Extinct,Neoregelia_pineliana
Neottia_ussuriensis,na,na,species,Orchidaceae,Critically endangered,PRM,temperate,Tuber_geophyte,HP,Rediscovered,Neottia_ussuriensis
Nesiota_elliptica,na,na,species,Rhamnaceae,Extinct,STH,wet tropical,Phan.,WP,Extinct,Nesiota_elliptica
Nesogenes_decumbens,na,na,species,Orobanchaceae,Extinct in the wild,ROD,wet tropical,Hemicr._or_cham.,WP,Extinct,Nesogenes_decumbens
Nesogenes_orerensis,na,na,species,Orobanchaceae,Critically endangered,REU,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Nesogenes_orerensis
Neuracanthus_neesianus,na,na,species,Acanthaceae,Extinct in the wild,IND,wet tropical,Nanophan.,WP,Extinct,Neuracanthus_neesianus
Nevada_holmgrenii,na,na,species,,,,,,,Synonym,Smelowskia_holmgrenii
Normania_nava,na,na,species,Solanaceae,Critically endangered,CNY,subtropical,Ther.,A,Rediscovered,Normania_nava
Notanthera_heterophylla,na,na,species,Loranthaceae,Extinct,JNF,subtropical,nanophan.,WP,Extinct,Notanthera_heterophylla
Nymphaea_thermarum,na,na,species,Nymphaeaceae,Extinct in the wild,RWA,wet tropical,Hemicr._or_hel.,WP,Extinct,Nymphaea_thermarum
Oberonia_attenuata,na,na,species,Orchidaceae,Endangered,NWG,wet tropical,Epiphyte_or_lithophyte,E,Rediscovered,Oberonia_attenuata
Oberonia_attenuata,na,na,species,Orchidaceae,Endangered,QLD,wet tropical,Epiphyte_or_lithophyte,E,Rediscovered,Oberonia_attenuata
Ochrosia_bodenheimarum,na,na,species,Apocynaceae,Critically endangered,NWC,wet tropical,Nanophan.,WP,Rediscovered,Ochrosia_bodenheimarum
Ochrosia_brownii,na,na,species,Apocynaceae,Critically endangered,MRQ,wet tropical,Phan.,WP,Rediscovered,Neisosperma_brownii
Ochrosia_fatuhivensis,na,na,species,Apocynaceae,Critically endangered,MRQ,wet tropical,Phan.,WP,Rediscovered,Ochrosia_fatuhivensis
Ochrosia_tahitensis,na,na,species,Apocynaceae,Extinct,SCI,wet tropical,Phan.,WP,Extinct,Ochrosia_tahitensis
Odontochilus_hatusimanus,na,na,species,Orchidaceae,Critically endangered,JAP,subtropical,Rhizome_geophyte,HP,Rediscovered,Odontochilus_hatusimanus
Oeceoclades_seychellarum,na,na,species,Orchidaceae,Extinct in the wild,SEY,wet tropical,Hemicr._or_cham.,WP,Extinct,Oeceoclades_seychellarum
Oeceoclades_seychellarum,na,na,species,,,,,,,Synonym,Eulophia_seychellarum
Oenothera_deltoides,na,na,species,,,,,,,Synonym,Oenothera_kleinii
Oldenlandia_adscensionis,na,na,species,Rubiaceae,Extinct,ASC,tropical general,Cham.,WP,Extinct,Oldenlandia_adscensionis
Oldenlandia_adscensionis,na,na,species,,,,,,,Synonym,Hedyotis_adscensionis
Oldenlandia_polyclada,na,na,species,Rubiaceae,Vulnerable,QLD,tropical general,cham.,WP,Rediscovered,Oldenlandia_polyclada
Oldenlandia_sieberi,na,na,species,Rubiaceae,Critically endangered,MAU,wet tropical,Ther_or_cham.,WP,Rediscovered,Oldenlandia_sieberi
Olearia_arida,na,na,species,Asteraceae,Data deficient,SOA,desert/dry shrubland,cham.,WP,Rediscovered,Olearia_arida
Olearia_arida,na,na,species,Asteraceae,Data deficient,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Olearia_arida
Olearia_flocktoniae,na,na,species,Asteraceae,Endangered,NSW,subtropical,nanophan.,WP,Rediscovered,Olearia_flocktoniae
Olearia_oliganthema,na,na,species,Asteraceae,Extinct,NSW,subtropical,nanophan.,WP,Extinct,Olearia_oliganthema
Onobrychis_aliacmonia,na,na,species,Fabaceae,Critically endangered,GRC,subtropical,Hemicr._or_cham.,WP,Rediscovered,Onobrychis_aliacmonia
Onobrychis_richardii,na,na,species,Fabaceae,Extinct in the wild,ETH,subtropical,hemicr.,HP,Extinct,Onobrychis_richardii
Onosma_affine,na,na,species,Boraginaceae,Critically endangered,TUR,temperate,Hemicr._or_cham.,WP,Rediscovered,Onosma_affine
Onosma_discedens,na,na,species,Boraginaceae,Critically endangered,TUR,temperate,Cham.,WP,Rediscovered,Onosma_discedens
Opercularia_acolytantha,na,na,species,Rubiaceae,Extinct,WAU,subtropical,hemicr.,HP,Extinct,Opercularia_acolytantha
Opercularia_hirsuta,na,na,species,Rubiaceae,Data deficient,WAU,desert/dry shrubland,hemicr.,HP,Rediscovered,Opercularia_hirsuta
Opercularia_rubioides,na,na,species,Rubiaceae,Critically endangered,WAU,subtropical,Hemicr.,WP,Rediscovered,Opercularia_rubioides
Ophiorrhiza_barnesii,na,na,species,Rubiaceae,Extinct in the wild,IND,wet tropical,cham.,WP,Extinct,Ophiorrhiza_barnesii
Ophiorrhiza_brunonis,na,na,species,Rubiaceae,Vulnerable,IND,tropical general,cham.,WP,Rediscovered,Ophiorrhiza_brunonis
Ophiorrhiza_caudata,na,na,species,Rubiaceae,Critically endangered,IND,wet tropical,Ther.,A,Rediscovered,Ophiorrhiza_caudata
Ophiorrhiza_pykarensis,na,na,species,Rubiaceae,Extinct,IND,wet tropical,cham.,WP,Extinct,Ophiorrhiza_pykarensis
Ophiorrhiza_radicans,na,na,species,Rubiaceae,Critically endangered,IND,tropical general,Cham.,WP,Rediscovered,Ophiorrhiza_radicans
Ophiorrhiza_radicans,na,na,species,Rubiaceae,Critically endangered,SRL,tropical general,Cham.,WP,Rediscovered,Ophiorrhiza_radicans
Opuntia_bonplandii,na,na,species,,,,,,,Synonym,Opuntia_beckeriana
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_bergeriana
Opuntia_elatior,na,na,species,,,,,,,Synonym,Opuntia_megalantha
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_lanceolata
Opuntia_ficus-indica,na,na,species,,,,,,,Synonym,Opuntia_maxima
Opuntia_hanburyana,na,na,species,Cactaceae,Extinct in the wild,cult,desert/dry shrubland,succ._cham.,WP,Extinct,Opuntia_hanburyana
Opuntia_inaequilateralis,na,na,species,Cactaceae,Extinct in the wild,cult,desert/dry shrubland,succ._cham.,WP,Extinct,Opuntia_inaequilateralis
Opuntia_macrocentra,na,na,species,,,,,,,Synonym,Opuntia_horstii
Opuntia_sulphurea,na,na,species,,,,,,,Synonym,Opuntia_hildemanii
Orbexilum_macrophyllum,na,na,species,Fabaceae,Extinct,NCA,temperate,Hemicr.,WP,Extinct,Orbexilum_macrophyllum
Orbexilum_macrophyllum,na,na,species,,,,,,,Synonym,Psoralea_macrophylla
Orbexilum_stipulatum,na,na,species,Fabaceae,Extinct,KTY,temperate,Hemicr.,WP,Extinct,Orbexilum_stipulatum
Orbexilum_stipulatum,na,na,species,,,,,,,Synonym,Psoralea_stipulata
Oreopanax_simplicifolius,na,na,species,Araliaceae,Extinct in the wild,cult,wet tropical,phan.,WP,Extinct,Oreopanax_simplicifolius
Ormosia_howii,na,na,species,Fabaceae,Critically endangered,CHH,subtropical,Phan.,WP,Rediscovered,Ormosia_howii
Orobanche_cernua,na,na,species,,,,,,,Synonym,Orobanche_berthelotii
Orobanche_valida,na,na,species,Orobanchaceae,Vulnerable,CAL,subtropical,Holopar._hemicr.,HP,Rediscovered,Orobanche_valida
Orthocarpus_pachystachyus,na,na,species,Orobanchaceae,Critically endangered,CAL,subtropical,Hemipar._ther.,A,Rediscovered,Orthocarpus_pachystachyus
Orthosiphon_truncatus,na,na,species,Lamiaceae,Extinct,VIE,wet tropical,Ther.,A,Extinct,Orthosiphon_truncatus
Osteospermum_hirsutum,na,na,species,Asteraceae,Extinct,CPP,subtropical,cham.,WP,Extinct,Osteospermum_hirsutum
Ouratea_elliptica,na,na,species,,,,,,,Synonym,Ouratea_alternifolia
Oxygyne_triandra,na,na,species,Burmanniaceae,Extinct,CMN,wet tropical,Holomycotrophic_ther.,A,Extinct,Oxygyne_triandra
Ozothamnus_selaginoides,na,na,species,Asteraceae,Extinct in the wild,TAS,subtropical,Cham.,WP,Extinct,Ozothamnus_selaginoides
Ozothamnus_selaginoides,na,na,species,,,,,,,Synonym,Helichrysum_selaginoides
Palicourea_tinifolia,na,na,species,Rubiaceae,Extinct in the wild,cult,wet tropical,phan.,WP,Extinct,Palicourea_tinifolia
Pandanus_conglomeratus,na,na,species,Pandanaceae,Extinct,MAU,wet tropical,Phan.,WP,Extinct,Pandanus_conglomeratus
Pandanus_drupaceus,na,na,species,Pandanaceae,Vulnerable,MAU,wet tropical,Nanophan._or_phan.,WP,Rediscovered,Pandanus_drupaceus
Pandanus_iceryi,na,na,species,Pandanaceae,Critically endangered,MAU,wet tropical,Phan.,WP,Rediscovered,Pandanus_iceryi
Pandanus_incertus,na,na,species,Pandanaceae,Extinct,MAU,wet tropical,Nanophan.,WP,Extinct,Pandanus_incertus
Pandanus_obsoletus,na,na,species,Pandanaceae,Extinct,MAU,wet tropical,Nanophan._or_phan.,WP,Extinct,Pandanus_obsoletus
Pandanus_spathulatus,na,na,species,Pandanaceae,Extinct,MAU,wet tropical,Phan.,WP,Extinct,Pandanus_spathulatus
Pandanus_tectorius,na,na,species,,,,,,,Synonym,Pandanus_veitchii
Paphiopedilum_delenatii,na,na,species,Orchidaceae,Vulnerable,CHC,subtropical,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii
Paphiopedilum_delenatii,na,na,species,Orchidaceae,Vulnerable,CHS,subtropical,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii
Paphiopedilum_delenatii,na,na,species,Orchidaceae,Vulnerable,VIE,subtropical,Hemicr.,WP,Rediscovered,Paphiopedilum_delenatii
Paracephaelis_saxatilis,na,na,species,,,,,,,Synonym,Tarenna_velutina
Paraphalaenopsis_labukensis,na,na,species,Orchidaceae,Data deficient,BOR,wet tropical,epiphyte,E,Rediscovered,Paraphalaenopsis_labukensis
Parodia_columnaris,na,na,species,,,,,,,Synonym,Parodia_legitima
Parodia_maassii,na,na,species,,,,,,,Synonym,Parodia_knizei
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_matthesiana
Parodia_microsperma,na,na,species,,,,,,,Synonym,Parodia_weberioides
Parodia_taratensis,na,na,species,,,,,,,Synonym,Parodia_caineana
Parodia_tilcarensis,na,na,species,,,,,,,Synonym,Parodia_gokrauseana
Paronychia_bornmuelleri,na,na,species,Caryophyllaceae,Critically endangered,GRC,subtropical,Cham.,WP,Rediscovered,Paronychia_bornmuelleri
Paspalum_amphicarpum,na,na,species,Poaceae,Critically endangered,CUB,seasonally dry tropical,Ther.,A,Rediscovered,Paspalum_amphicarpum
Paspalum_jimenezii,na,na,species,Poaceae,Vulnerable,COS,wet tropical,geophyte,HP,Rediscovered,Paspalum_jimenezii
Paspalum_jimenezii,na,na,species,Poaceae,Vulnerable,PAN,wet tropical,geophyte,HP,Rediscovered,Paspalum_jimenezii
Paspalum_jimenezii,na,na,species,Poaceae,Vulnerable,VEN,wet tropical,geophyte,HP,Rediscovered,Paspalum_jimenezii
Pausinystalia_brachythyrsum,na,na,species,Rubiaceae,Critically endangered,CMN,wet tropical,Phan.,WP,Rediscovered,Pausinystalia_brachythyrsum
Pavetta_bangweensis,na,na,species,Rubiaceae,Extinct,CMN,wet tropical,Nanophan.,WP,Extinct,Pavetta_bangweensis
Pavetta_wightii,na,na,species,Rubiaceae,Critically endangered,IND,wet tropical,nanophan.,WP,Rediscovered,Pavetta_wightii
Pavonia_papilionacea,na,na,species,Malvaceae,Extinct,SCI,wet tropical,Cham._or_nanophan.,WP,Extinct,Pavonia_papilionacea
Pavonia_papilionacea,na,na,species,,,,,,,Synonym,Pavonia_lourteigae
Peltiera_nitida,na,na,species,Fabaceae,Extinct in the wild,MDG,desert/dry shrubland,Nanophan.,WP,Extinct,Peltiera_nitida
Peniocereus_haackeanus,na,na,species,Cactaceae,Extinct in the wild,cult,desert/dry shrubland,succ._geophyte,HP,Extinct,Peniocereus_haackeanus
Peniocereus_marnierianus,na,na,species,Cactaceae,Extinct in the wild,cult,desert/dry shrubland,succ._geophyte,HP,Extinct,Peniocereus_marnierianus
Penstemon_campanulatus,na,na,species,Scrophulariaceae,Least concern,NWM,subtropical,Cham.,WP,Rediscovered,Penstemon_campanulatus
Penstemon_campanulatus,na,na,species,Scrophulariaceae,Least concern,MXC,subtropical,Cham.,WP,Rediscovered,Penstemon_campanulatus
Penstemon_campanulatus,na,na,species,Scrophulariaceae,Least concern,MXE,subtropical,Cham.,WP,Rediscovered,Penstemon_campanulatus
Penstemon_campanulatus,na,na,species,Scrophulariaceae,Least concern,MXN,subtropical,Cham.,WP,Rediscovered,Penstemon_campanulatus
Penstemon_campanulatus,na,na,species,Scrophulariaceae,Least concern,MXS,subtropical,Cham.,WP,Rediscovered,Penstemon_campanulatus
Penstemon_campanulatus,na,na,species,,,,,,,Synonym,Penstemon_pulchellus
Penstemon_parviflorus,na,na,species,Scrophulariaceae,Extinct,COL,subtropical,hemicr.,HP,Extinct,Penstemon_parviflorus
Penstemon_parviflorus,na,na,species,Scrophulariaceae,Extinct,NWM,subtropical,hemicr.,HP,Extinct,Penstemon_parviflorus
Penstemon_tidestromii,na,na,species,,,,,,,Synonym,Penstemon_leptanthus
Pentaplaris_dorotaea,na,na,species,Malvaceae,Vulnerable,COS,wet tropical,phan.,WP,Rediscovered,Pentaplaris_dorotaea
Peperomia_balfourii,na,na,species,Piperaceae,Extinct,ROD,wet tropical,succ._cham.,WP,Extinct,Peperomia_balfourii
Peperomia_balfourii,na,na,species,,,,,,,Synonym,Peperomia_hirta
Peperomia_beckeri,na,na,species,Piperaceae,Extinct,BZL,wet tropical,Cham.,WP,Extinct,Peperomia_beckeri
Peperomia_carpinteriana,na,na,species,Piperaceae,Extinct in the wild,COS,wet tropical,succ._cham.,WP,Extinct,Peperomia_carpinteriana
Peperomia_carpinteriana,na,na,species,Piperaceae,Extinct in the wild,GUA,wet tropical,succ._cham.,WP,Extinct,Peperomia_carpinteriana
Peperomia_degeneri,na,na,species,Piperaceae,Extinct,HAW,wet tropical,succ._cham.,WP,Extinct,Peperomia_degeneri
Peperomia_megalopoda,na,na,species,Piperaceae,Extinct in the wild,PUE,wet tropical,Cham.,WP,Extinct,Peperomia_megalopoda
Peperomia_membranacea,na,na,species,,,,,,,Synonym,Peperomia_plinervata
Peperomia_rodriguesiana,na,na,species,Piperaceae,Extinct,ROD,wet tropical,Cham.,WP,Extinct,Peperomia_rodriguesiana
Peperomia_subpetiolata,na,na,species,Piperaceae,Extinct in the wild,HAW,wet tropical,Nanophan.,WP,Extinct,Peperomia_subpetiolata
Pereskiopsis_diguetii,na,na,species,,,,,,,Synonym,Pereskiopsis_spathulata
Pericallis_hadrosoma,na,na,species,Asteraceae,Critically endangered,CNY,subtropical,Hemicr.,WP,Rediscovered,Pericallis_hadrosoma
Perityle_inyoensis,na,na,species,Asteraceae,Vulnerable,CAL,subtropical,Cham.,WP,Rediscovered,Perityle_inyoensis
Perityle_lindheimeri,na,na,species,,,,,,,Synonym,Perityle_rotundata
Perityle_villosa,na,na,species,Asteraceae,Vulnerable,CAL,subtropical,Cham.,WP,Rediscovered,Perityle_villosa
Persoonia_laxa,na,na,species,Proteaceae,Extinct,NSW,subtropical,Cham.,WP,Extinct,Persoonia_laxa
Persoonia_leucopogon,na,na,species,Proteaceae,Data deficient,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Persoonia_leucopogon
Persoonia_prostrata,na,na,species,Proteaceae,Extinct,QLD,seasonally dry tropical,nanophan.,WP,Extinct,Persoonia_prostrata
Phacelia_amabilis,na,na,species,Boraginaceae,Critically endangered,CAL,subtropical,Ther.,A,Rediscovered,Phacelia_amabilis
Phacelia_distans,na,na,species,,,,,,,Synonym,Phacelia_cinerea
Phacelia_incana,na,na,species,,,,,,,Synonym,Phacelia_nevadensis
Phacelia_lenta,na,na,species,Boraginaceae,Critically endangered,WAS,temperate,Ther.,A,Rediscovered,Phacelia_lenta
Phalaenopsis_javanica,na,na,species,Orchidaceae,Critically endangered,JAW,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Phalaenopsis_javanica
Phebalium_daviesii,na,na,species,Rutaceae,Endangered,TAS,subtropical,nanophan.,WP,Rediscovered,Phebalium_daviesii
Phebalium_lachnaeoides,na,na,species,Rutaceae,Endangered,NSW,subtropical,nanophan.,WP,Rediscovered,Phebalium_lachnaeoides
Philodendron_fragrantissimum,na,na,species,,,,,,,Synonym,Philodendron_clementis
Phlegmatospermum_drummondii,na,na,species,Brassicaceae,Vulnerable,WAU,desert/dry shrubland,Ther.,A,Rediscovered,Phlegmatospermum_drummondii
Phlegmatospermum_richardsii,na,na,species,Brassicaceae,Data deficient,SOA,desert/dry shrubland,Ther.,A,Rediscovered,Phlegmatospermum_richardsii
Phlegmatospermum_richardsii,na,na,species,Brassicaceae,Data deficient,WAU,desert/dry shrubland,Ther.,A,Rediscovered,Phlegmatospermum_richardsii
Phlox_peckii,na,na,species,Polemoniaceae,Extinct in the wild,ORE,temperate,Cham.,WP,Extinct,Phlox_peckii
Phyllacanthus_grisebachianus,na,na,species,Rubiaceae,Extinct,CUB,wet tropical,Nanophan.,WP,Extinct,Phyllacanthus_grisebachianus
Phyllanthus_aoraiensis,na,na,species,Euphorbiaceae,Extinct,SCI,wet tropical,Nanophan.,WP,Extinct,Phyllanthus_aoraiensis
Phyllanthus_comptonii,na,na,species,Euphorbiaceae,Extinct,NWC,wet tropical,Nanophan._or_phan.,WP,Extinct,Phyllanthus_comptonii
Phyllanthus_hortensis,na,na,species,Euphorbiaceae,Extinct in the wild,cult,wet tropical,nanophan.,WP,Extinct,Phyllanthus_hortensis
Phyllanthus_indigoferoides,na,na,species,Euphorbiaceae,Data deficient,NTA,seasonally dry tropical,nanophan.,WP,Rediscovered,Phyllanthus_indigoferoides
Phyllanthus_indigoferoides,na,na,species,Euphorbiaceae,Data deficient,WAU,seasonally dry tropical,nanophan.,WP,Rediscovered,Phyllanthus_indigoferoides
Phyllanthus_oppositifolius,na,na,species,Euphorbiaceae,Extinct,MAU,wet tropical,Nanophan.,WP,Extinct,Phyllanthus_oppositifolius
Phyllostegia_brevidens,na,na,species,Lamiaceae,Endangered,HAW,wet tropical,Nanophan.,WP,Rediscovered,Phyllostegia_brevidens
Phyllostegia_haliakalae,na,na,species,,,,,,,Synonym,Phyllostegia_imminuta
Phyllostegia_hillebrandii,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,Nanophan.,WP,Extinct,Phyllostegia_hillebrandii
Phyllostegia_knudsenii,na,na,species,Lamiaceae,Extinct in the wild,HAW,wet tropical,(Cl.)_nanophan.,WP,Extinct,Phyllostegia_knudsenii
Phyllostegia_rockii,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,(Cl.)_nanophan.,WP,Extinct,Phyllostegia_rockii
Phyllostegia_tahitensis,na,na,species,Lamiaceae,Extinct,SCI,wet tropical,hemicr.,HP,Extinct,Phyllostegia_tahitensis
Phyllostegia_variabilis,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,hemicr.,HP,Extinct,Phyllostegia_variabilis
Phyllostegia_wawrana,na,na,species,Lamiaceae,Critically endangered,HAW,wet tropical,(Cl.)_cham.,WP,Rediscovered,Phyllostegia_wawrana
Phyllota_gracilis,na,na,species,Fabaceae,Data deficient,WAU,subtropical,nanophan.,WP,Rediscovered,Phyllota_gracilis
Pilea_boehmerioides,na,na,species,Urticaceae,Extinct in the wild,MAU,wet tropical,Cham.,WP,Extinct,Pilea_boehmerioides
Pilea_thouarsiana,na,na,species,Urticaceae,Extinct,MAU,wet tropical,Cham.,WP,Extinct,Pilea_thouarsiana
Pilea_trilobata,na,na,species,Urticaceae,Critically endangered,MAU,wet tropical,Cham.,WP,Rediscovered,Pilea_trilobata
Pilosocereus_catalani,na,na,species,Cactaceae,Extinct in the wild,cult,desert/dry shrubland,succ._cham.,WP,Extinct,Pilosocereus_catalani
Pimpinella_pulneyensis,na,na,species,Apiaceae,Extinct in the wild,IND,subtropical,Hemicr.,WP,Extinct,Pimpinella_pulneyensis
Pimpinella_schweinfurthii,na,na,species,Apiaceae,Extinct,EGY,desert/dry shrubland,Ther.,A,Extinct,Pimpinella_schweinfurthii
Pimpinella_tongloensis,na,na,species,Apiaceae,Endangered,EHM,temperate,Hemicr.,WP,Rediscovered,Pimpinella_tongloensis
Piper_collinum,na,na,species,Piperaceae,Extinct,MLY,wet tropical,cham.,WP,Extinct,Piper_collinum
Pisonia_floridana,na,na,species,Nyctaginaceae,Extinct,FLA,wet tropical,Nanophan.,WP,Extinct,Pisonia_floridana
Pitcairnia_glymiana,na,na,species,Bromeliaceae,Extinct in the wild,NA,wet tropical,Hemicr.,WP,Extinct,Pitcairnia_glymiana
Pitcairnia_undulata,na,na,species,Bromeliaceae,Vulnerable,MXG,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Pitcairnia_undulata
Pitcairnia_undulata,na,na,species,Bromeliaceae,Vulnerable,MXS,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Pitcairnia_undulata
Pitcairnia_undulata,na,na,species,Bromeliaceae,Vulnerable,MXT,wet tropical,Hemicr._or_cham.,WP,Rediscovered,Pitcairnia_undulata
Pittosporum_coriaceum,na,na,species,Pittosporaceae,Critically endangered,CNY,subtropical,Nanophan.,WP,Rediscovered,Pittosporum_coriaceum
Pittosporum_coriaceum,na,na,species,Pittosporaceae,Critically endangered,CNY,subtropical,Nanophan.,WP,Rediscovered,Pittosporum_coriaceum
Pittosporum_tanianum,na,na,species,Pittosporaceae,Critically endangered,NWC,seasonally dry tropical,Nanophan._or_phan.,WP,Rediscovered,Pittosporum_tanianum
Plagiobothrys_glaber,na,na,species,Boraginaceae,Critically endangered,CAL,temperate,Ther.,A,Rediscovered,Plagiobothrys_glaber
Plagiobothrys_hystriculus,na,na,species,Boraginaceae,Critically endangered,CAL,temperate,Ther.,A,Rediscovered,Plagiobothrys_hystriculus
Plagiobothrys_lamprocarpus,na,na,species,Boraginaceae,Extinct,ORE,temperate,Ther.,A,Extinct,Plagiobothrys_lamprocarpus
Plagiobothrys_lithocaryus,na,na,species,Boraginaceae,Extinct,CAL,temperate,Ther.,A,Extinct,Plagiobothrys_lithocaryus
Plagiobothrys_orthostatus,na,na,species,Boraginaceae,Extinct,SOA,desert/dry shrubland,hemicr.,HP,Extinct,Plagiobothrys_orthostatus
Plagiobothrys_reticulatus,var,rossianorum,var,,,,,,,Synonym,Plagiobothrys_diffusus
Plantago_princeps,na,na,species,Plantaginaceae,Endangered,HAW,wet tropical,Cham.,WP,Rediscovered,Plantago_princeps
Platydesma_cornuta,na,na,species,Rutaceae,Extinct,HAW,wet tropical,Nanophan.,WP,Extinct,Platydesma_cornuta
Platysace_dissecta,na,na,species,Apiaceae,Extinct in the wild,WAU,desert/dry shrubland,hemicr.,HP,Extinct,Platysace_dissecta
Platysace_eatoniae,na,na,species,Apiaceae,Extinct in the wild,WAU,desert/dry shrubland,hemicr.,HP,Extinct,Platysace_eatoniae
Plectranthus_bishopianus,na,na,species,Lamiaceae,Critically endangered,IND,seasonally dry tropical,Cham.,WP,Rediscovered,Plectranthus_bishopianus
Plectranthus_dissitiflorus,na,na,species,Lamiaceae,Endangered,CMN,wet tropical,Cham.,WP,Rediscovered,Plectranthus_dissitiflorus
Plectranthus_tomentifolius,na,na,species,Lamiaceae,Extinct,THA,wet tropical,Cham.,WP,Extinct,Plectranthus_tomentifolius
Pleuropogon_oregonus,na,na,species,Poaceae,Critically endangered,ORE,temperate,Hemicr.,WP,Rediscovered,Pleuropogon_oregonus
Plinia_recurvata,na,na,species,Myrtaceae,Extinct in the wild,CUB,seasonally dry tropical,nanophan.,WP,Extinct,Plinia_recurvata
Pluchea_glutinosa,na,na,species,Asteraceae,Extinct,SOC,seasonally dry tropical,cham.,WP,Extinct,Pluchea_glutinosa
Poa_lanata,na,na,species,,,,,,,Synonym,Poa_norbergii
Poa_mannii,na,na,species,Poaceae,Critically endangered,HAW,seasonally dry tropical,Hemicr.,WP,Rediscovered,Poa_mannii
Podalyria_microphylla,na,na,species,Fabaceae,Critically endangered,CPP,subtropical,hemicr.,HP,Rediscovered,Podalyria_microphylla
Podophorus_bromoides,na,na,species,Poaceae,Extinct,JNF,subtropical,hemicr.,HP,Extinct,Podophorus_bromoides
Pogogyne_tenuiflora,na,na,species,Lamiaceae,Extinct,MXI,desert/dry shrubland,Ther.,A,Extinct,Pogogyne_tenuiflora
Polyalthia_angustifolia,na,na,species,Annonaceae,Extinct in the wild,FIJ,wet tropical,Nanophan._or_phan.,WP,Extinct,Polyalthia_angustifolia
Polygala_antillensis,na,na,species,Polygalaceae,Critically endangered,WIN,seasonally dry tropical,Cham.,WP,Rediscovered,Polygala_antillensis
Polygala_subuniflora,na,na,species,Polygalaceae,Endangered,GRC,subtropical,Hemicr.,WP,Rediscovered,Polygala_subuniflora
Polygonum_arenastrum,na,na,species,,,,,,,Synonym,Polygonum_montereyense
Polystachya_kaluluensis,na,na,species,Orchidaceae,Extinct in the wild,MLW,wet tropical,Pseudobulb_epiphyte,E,Extinct,Polystachya_kaluluensis
Pomaderris_ledifolia,na,na,species,,,,,,,Synonym,Trymalium_albicans
Populus_cataracti,na,na,species,Salicaceae,Extinct in the wild,TZK,temperate,Phan.,WP,Extinct,Populus_cataracti
Potentilla_multijuga,na,na,species,Rosaceae,Extinct in the wild,CAL,temperate,hemicr.,HP,Extinct,Potentilla_multijuga
Potentilla_pimpinelloides,na,na,species,,,,,,,Synonym,Potentilla_volgarica
